92.3917,92.4912,92.6628,92.7183,92.4696,91.7314,90.331,89.6731,89.8124,89.9548,
-142.549,-147.363,-152.175,-156.989,-161.795,-166.55,-171.151,-174.591,-178.106,-181.621,
1.57095,1.60548,1.6009,1.55723,1.47445,1.35257,1.1916,1.53406,1.6488,1.53581,
92.3917,92.4119,92.4219,92.3477,92.1153,91.6514,90.8629,90.0802,89.8736,89.9548,
-142.549,-147.041,-151.532,-156.023,-160.508,-164.974,-169.386,-173.8,-178.271,-181.621,
1.57095,1.57691,1.5664,1.5394,1.49592,1.43595,1.37327,1.43861,1.63197,1.53581,
90.0788,89.8777,89.8557,89.9548,
-171.498,-173.072,-177.829,-181.621,
1.40648,1.47933,1.63803,1.53581,
91.873,91.6379,91.7876,91.6758,90.9084,90.1031,89.8768,89.9548,
-151.52,-156.008,-160.497,-164.883,-169.212,-173.533,-177.917,-181.621,
1.49615,1.55104,1.66745,1.44676,1.36739,1.42935,1.63262,1.53581,
92.3917,92.4802,92.6286,92.663,92.4099,91.6983,90.368,89.6802,89.8147,89.9548,
-142.549,-147.238,-151.926,-156.616,-161.297,-165.93,-170.423,-174.105,-177.863,-181.621,
1.57095,1.60223,1.59646,1.55364,1.47376,1.35683,1.20284,1.53282,1.64381,1.53581,
92.3917,92.422,92.461,92.4327,92.2612,91.871,91.1878,90.1406,89.6562,89.9548,
-142.549,-147.137,-151.725,-156.313,-160.898,-165.469,-170.005,-174.47,-178.236,-181.621,
1.57095,1.58111,1.57472,1.55177,1.51228,1.45623,1.38363,1.29449,1.74602,1.53581,
92.3917,92.4428,92.6114,92.9223,92.9238,92.1386,90.7008,89.8993,89.8899,89.9548,
-142.549,-146.877,-151.201,-155.517,-160.346,-165.113,-169.727,-173.629,-177.625,-181.621,
1.57095,1.59523,1.62528,1.66111,1.48521,1.334,1.2075,1.49858,1.60802,1.53581,
92.3917,92.4324,92.4888,92.4644,92.2628,91.7882,90.9476,90.0657,89.8353,89.9548,
-142.549,-147.048,-151.547,-156.046,-160.54,-165.013,-169.432,-173.519,-177.686,-181.621,
1.57095,1.58517,1.57793,1.54924,1.49911,1.42751,1.33447,1.40954,1.64898,1.53581,
92.3917,92.4354,92.4974,92.4764,92.2708,91.7801,90.9068,89.9115,89.7332,89.9548,
-142.549,-146.98,-151.41,-155.841,-160.266,-164.669,-169.011,-173.332,-177.747,-181.621,
1.57095,1.58655,1.57924,1.54903,1.49591,1.41987,1.32093,1.40263,1.69313,1.53581,
92.3917,92.334,92.203,92.0641,91.9824,91.679,90.8947,90.0611,89.8463,89.9548,
-142.549,-146.849,-151.148,-155.446,-159.745,-164.601,-169.404,-173.611,-177.884,-181.621,
1.57095,1.54633,1.53688,1.54261,1.56351,1.45597,1.36454,1.41685,1.65532,1.53581,
92.3917,92.4312,92.4852,92.4584,92.2558,91.7832,90.9487,90.0506,89.8199,89.9548,
-142.549,-147.124,-151.698,-156.272,-160.842,-165.391,-169.887,-174.019,-178.23,-181.621,
1.57095,1.58448,1.57723,1.54918,1.50036,1.43074,1.34034,1.4048,1.659,1.53581,
92.3917,92.5985,92.6266,92.4007,91.7699,90.6748,89.8722,89.7875,89.9548,
-142.549,-151.492,-155.964,-160.43,-164.855,-169.651,-173.643,-177.708,-181.621,
1.57095,1.59409,1.55437,1.48044,1.37232,1.323,1.44153,1.67809,1.53581,
90.5812,89.6974,89.6798,89.9548,
-169.539,-173.665,-177.874,-181.621,
1.30491,1.4389,1.71869,1.53581,
92.3917,92.4258,92.4661,92.4211,92.1998,91.7117,90.8688,90.0265,89.832,89.9548,
-142.549,-147.09,-151.63,-156.17,-160.704,-165.217,-169.677,-173.667,-177.731,-181.621,
1.57095,1.58234,1.57363,1.54481,1.4959,1.42689,1.33777,1.41527,1.65832,1.53581,
92.3917,92.4566,92.5688,92.6069,92.4491,91.9748,91.0673,90.0348,89.8009,89.9548,
-142.549,-147.004,-151.458,-155.913,-160.365,-164.794,-169.153,-173.451,-177.852,-181.621,
1.57095,1.59523,1.59222,1.5619,1.50429,1.41938,1.30718,1.39463,1.67257,1.53581,
92.3917,92.5645,92.5803,92.3721,91.8084,90.763,89.7283,89.9548,
-142.549,-151.792,-156.414,-161.031,-165.617,-170.117,-178.182,-181.621,
1.57095,1.58889,1.55476,1.49189,1.4003,1.27997,1.70489,1.53581,
92.3917,92.4348,92.4951,92.4708,92.2603,91.763,90.8811,89.8918,89.7465,89.9548,
-142.549,-146.989,-151.429,-155.869,-160.304,-164.716,-169.066,-173.467,-177.961,-181.621,
1.57095,1.58626,1.57866,1.54817,1.49477,1.41847,1.31927,1.4121,1.69686,1.53581,
92.3917,92.437,92.5008,92.4769,92.259,91.7419,90.824,89.8365,89.7055,89.9548,
-142.549,-147.025,-151.5,-155.975,-160.445,-164.889,-169.268,-173.53,-177.889,-181.621,
1.57095,1.58695,1.57921,1.54772,1.49249,1.41352,1.3108,1.4087,1.70609,1.53581,
91.1005,90.8127,90.0244,89.8386,89.9548,
-168.027,-169.405,-173.554,-177.766,-181.621,
1.37149,1.36113,1.42991,1.6485,1.53581,
92.3917,92.4243,92.4614,92.4136,92.192,91.7082,90.8761,90.05,89.8719,89.9548,
-142.549,-147.027,-151.505,-155.982,-160.454,-164.905,-169.303,-173.56,-177.886,-181.621,
1.57095,1.5819,1.57292,1.54403,1.49522,1.42648,1.33783,1.43737,1.63899,1.53581,
92.3917,92.4836,92.6588,92.7687,92.6644,92.1984,91.2286,89.9461,89.7004,89.9548,
-142.549,-146.871,-151.191,-155.512,-159.833,-164.129,-168.339,-173.054,-177.915,-181.621,
1.57095,1.60744,1.60951,1.57718,1.51044,1.40928,1.27372,1.3748,1.70387,1.53581,
92.3917,92.4389,92.51,92.5016,92.31,91.8325,90.9692,90.0272,89.8198,89.9548,
-142.549,-147.033,-151.516,-156,-160.479,-164.936,-169.334,-173.614,-177.981,-181.621,
1.57095,1.58785,1.58164,1.55233,1.49991,1.42438,1.32575,1.41063,1.66421,1.53581,
92.3917,92.4409,92.5199,92.5282,92.3651,91.9305,91.1271,90.1321,89.8625,89.9548,
-142.549,-146.902,-151.254,-155.607,-159.956,-164.286,-168.562,-173.178,-177.882,-181.621,
1.57095,1.58939,1.58469,1.55686,1.50589,1.43179,1.33455,1.40919,1.64472,1.53581,
92.3917,92.4308,92.4705,92.3966,92.0952,91.4536,90.3636,89.8634,89.9548,
-142.549,-147.466,-152.383,-157.299,-162.206,-167.08,-171.872,-176.726,-181.621,
1.57095,1.58268,1.57119,1.53648,1.47855,1.3974,1.29303,1.58594,1.53581,
92.3917,92.415,92.4348,92.3783,92.1725,91.745,91.0248,90.1377,89.873,89.9548,
-142.549,-146.937,-151.325,-155.713,-160.096,-164.462,-168.79,-173.407,-178.093,-181.621,
1.57095,1.57849,1.56939,1.54366,1.50131,1.44232,1.3667,1.42149,1.63345,1.53581,
92.3917,92.4618,92.5844,92.6299,92.4686,91.972,91.0164,89.8467,89.6798,89.9548,
-142.549,-146.895,-151.24,-155.586,-159.928,-164.245,-168.482,-173.055,-177.754,-181.621,
1.57095,1.59794,1.59511,1.56244,1.49993,1.4076,1.28543,1.3916,1.71531,1.53581,
92.3917,92.4191,92.4459,92.3914,92.1747,91.7157,90.936,90.0224,89.8162,89.9548,
-142.549,-146.969,-151.389,-155.809,-160.223,-164.618,-168.968,-173.472,-178.054,-181.621,
1.57095,1.57998,1.57072,1.54315,1.49729,1.43313,1.35067,1.41948,1.66098,1.53581,
92.3917,92.4939,92.6712,92.7314,92.4825,91.7355,90.3143,89.6696,89.8116,89.9548,
-142.549,-147.404,-152.257,-157.112,-161.96,-166.755,-171.393,-174.753,-178.187,-181.621,
1.57095,1.60618,1.60184,1.55794,1.47448,1.35145,1.18885,1.53508,1.65073,1.53581,
92.3917,92.5071,92.7316,92.885,92.7867,92.2579,91.1285,89.8379,89.6497,89.9548,
-142.549,-147.016,-151.479,-155.945,-160.411,-164.846,-169.164,-173.409,-177.818,-181.621,
1.57095,1.61558,1.61983,1.58369,1.50718,1.39029,1.23302,1.36008,1.73812,1.53581,
92.3917,92.4623,92.5905,92.6532,92.527,92.0893,91.2217,90.0807,89.8184,89.9548,
-142.549,-146.88,-151.21,-155.541,-159.87,-164.178,-168.419,-173.26,-178.213,-181.621,
1.57095,1.5985,1.59758,1.5682,1.51034,1.42402,1.30924,1.39902,1.66641,1.53581,
92.3917,92.4293,92.4781,92.4438,92.2324,91.7505,90.9074,89.9585,89.7788,89.9548,
-142.549,-146.965,-151.38,-155.795,-160.205,-164.593,-168.925,-173.336,-177.833,-181.621,
1.57095,1.58414,1.57599,1.54651,1.4957,1.42356,1.33009,1.41632,1.674,1.53581,
92.3917,92.4612,92.5811,92.6205,92.4489,91.9364,90.9581,89.8834,89.7153,89.9548,
-142.549,-147.066,-151.581,-156.098,-160.611,-165.097,-169.504,-173.74,-178.091,-181.621,
1.57095,1.59659,1.59327,1.56098,1.49974,1.40953,1.29036,1.39084,1.71002,1.53581,
92.3917,92.4353,92.499,92.4841,92.292,91.8246,90.9868,90.0107,89.7892,89.9548,
-142.549,-146.971,-151.392,-155.813,-160.23,-164.626,-168.966,-173.436,-177.995,-181.621,
1.57095,1.58666,1.58004,1.55109,1.49982,1.42621,1.33027,1.41018,1.66323,1.53581,
92.3917,92.3727,92.3292,92.2831,92.2564,91.9553,91.088,90.1357,89.8653,89.9548,
-142.549,-146.737,-150.925,-155.113,-159.301,-164.219,-169.071,-173.475,-177.963,-181.621,
1.57095,1.56246,1.55922,1.56123,1.56849,1.45128,1.33699,1.40647,1.64259,1.53581,
92.3917,92.433,92.4936,92.4806,92.3011,91.8629,91.076,90.1121,89.8448,89.9548,
-142.549,-146.938,-151.326,-155.714,-160.099,-164.464,-168.78,-173.339,-177.982,-181.621,
1.57095,1.58594,1.57975,1.55239,1.50385,1.43413,1.34325,1.40978,1.64487,1.53581,
92.3917,92.4868,92.6682,92.7818,92.6736,92.1906,91.1858,90.0194,89.7683,89.9548,
-142.549,-147.069,-151.586,-156.105,-160.624,-165.117,-169.521,-173.818,-178.245,-181.621,
1.57095,1.60707,1.60911,1.57707,1.51097,1.41078,1.27652,1.37239,1.69345,1.53581,
92.3917,92.4477,92.5255,92.4913,92.2118,91.5555,90.7092,89.9948,89.86,89.9548,
-142.549,-147.265,-151.98,-156.695,-161.402,-166.07,-170.049,-174.052,-178.11,-181.621,
1.57095,1.5897,1.58013,1.54224,1.47602,1.38149,1.35929,1.44749,1.6461,1.53581,
92.3917,92.4215,92.4513,92.3931,92.1596,91.6638,90.8211,89.9449,89.7668,89.9548,
-142.549,-147.115,-151.68,-156.245,-160.804,-165.342,-169.827,-173.901,-178.052,-181.621,
1.57095,1.58052,1.57089,1.54204,1.49399,1.42672,1.34025,1.41053,1.67828,1.53581,
92.3917,92.4919,92.6855,92.814,92.719,92.243,91.2348,90.0499,89.7792,89.9548,
-142.549,-147.033,-151.514,-155.997,-160.48,-164.938,-169.305,-173.667,-178.163,-181.621,
1.57095,1.60945,1.61261,1.58043,1.5129,1.41004,1.27183,1.3737,1.68214,1.53581,
92.3917,92.4327,92.4875,92.4553,92.2359,91.7295,90.8395,89.9719,89.7828,89.9548,
-142.549,-147.112,-151.675,-156.237,-160.794,-165.328,-169.802,-173.712,-177.703,-181.621,
1.57095,1.58497,1.57695,1.54689,1.49479,1.42066,1.32449,1.40922,1.66646,1.53581,
93.0995,92.9926,92.2037,90.5327,89.5297,89.7236,89.9548,
-159.288,-160.809,-165.306,-169.55,-173.474,-177.548,-181.621,
1.52208,1.47804,1.30634,1.07524,1.51752,1.67105,1.53581,
92.3917,92.4826,92.6507,92.7413,92.5997,92.0722,91.012,89.9267,89.7192,89.9548,
-142.549,-147.127,-151.703,-156.281,-160.857,-165.404,-169.855,-173.794,-177.858,-181.621,
1.57095,1.60472,1.60469,1.57085,1.50321,1.40177,1.26652,1.37411,1.70232,1.53581,
92.4278,91.7714,90.8851,90.0023,89.8272,89.9548,
-146.946,-164.502,-169.025,-173.549,-178.146,-181.621,
1.58364,1.42821,1.35205,1.42977,1.66137,1.53581,
92.2583,92.0025,91.8427,91.9974,91.847,90.9738,90.0816,89.8733,89.9548,
-146.687,-150.819,-154.956,-159.091,-163.909,-168.658,-173.403,-178.219,-181.621,
1.51497,1.51179,1.56139,1.66379,1.43983,1.36251,1.43183,1.64778,1.53581,
